,title,name,party,state,district,elected,vote_share (%),age_start,education,end_service
305,Representative,Elissa Slotkin,Democratic,Michigan,8,, 50.9,44.0,M,03/01/2023
306,Representative,Andy Levin,Democratic,Michigan,9,, 57.7,60.0,D,03/01/2023
307,Representative,Lisa McClain,Republican,Michigan,10,, 66.3,54.0,B,03/01/2023
308,Representative,Haley Stevens,Democratic,Michigan,11,, 50.2,37.0,M,03/01/2023
309,Representative,Debbie Dingell,Democratic,Michigan,12,, 66.4,67.0,M,03/01/2023
310,Representative,Rashida Tlaib,Democratic,Michigan,13,, 78.1,44.0,D,03/01/2023
311,Representative,Brenda Lawrence,Democratic,Michigan,14,, 79.3,66.0,B,03/01/2023
312,Representative,Jim Hagedorn,Republican,Minnesota,1,, 48.6,58.0,B,17/02/2022
313,Representative,Angie Craig,Democratic,Minnesota,2,, 48.2,48.0,B,03/01/2023
314,Representative,Dean Phillips,Democratic,Minnesota,3,, 55.6,51.0,M,03/01/2023
315,Representative,Betty McCollum,Democratic,Minnesota,4,, 63.2,66.0,B,03/01/2023
316,Representative,Ilhan Omar,Democratic,Minnesota,5,, 64.3,38.0,B,03/01/2023
317,Representative,Tom Emmer,Republican,Minnesota,6,, 65.7,59.0,D,03/01/2023
318,Representative,Michelle Fischbach,Republican,Minnesota,7,, 53.4,55.0,D,03/01/2023
319,Representative,Pete Stauber,Republican,Minnesota,8,, 56.7,54.0,B,03/01/2023
320,Representative,Trent Kelly,Republican,Mississippi,1,, 68.8,54.0,D,03/01/2023
321,Representative,Bennie Thompson,Democratic,Mississippi,2,, 66.0,72.0,M,03/01/2023
322,Representative,Michael Guest,Republican,Mississippi,3,, 64.7,50.0,D,03/01/2023
323,Representative,Steven Palazzo,Republican,Mississippi,4,, 100.0,50.0,M,03/01/2023
324,Representative,Cori Bush,Democratic,Missouri,1,, 78.8,44.0,N,03/01/2023
325,Representative,Ann Wagner,Republican,Missouri,2,, 51.9,58.0,B,03/01/2023
326,Representative,Blaine Luetkemeyer,Republican,Missouri,3,, 69.4,68.0,B,03/01/2023
327,Representative,Vicky Hartzler,Republican,Missouri,4,, 67.6,60.0,M,03/01/2023
328,Representative,Emanuel Cleaver,Democratic,Missouri,5,, 58.8,76.0,D,03/01/2023
329,Representative,Sam Graves,Republican,Missouri,6,, 67.1,57.0,B,03/01/2023
330,Representative,Billy Long,Republican,Missouri,7,, 68.9,65.0,N,03/01/2023
331,Representative,Jason Smith,Republican,Missouri,8,, 76.9,40.0,D,03/01/2023
332,Representative,Matt Rosendale,Republican,Montana,at-large,, 56.4,60.0,N,03/01/2023
333,Representative,Jeff Fortenberry,Republican,Nebraska,1,, 59.5,60.0,M,31/03/2022
334,Representative,Don Bacon,Republican,Nebraska,2,, 50.8,57.0,M,03/01/2023
335,Representative,Adrian Smith,Republican,Nebraska,3,, 78.5,50.0,B,03/01/2023
336,Representative,Dina Titus,Democratic,Nevada,1,, 61.8,70.0,D,03/01/2023
337,Representative,Mark Amodei,Republican,Nevada,2,, 56.5,62.0,D,03/01/2023
338,Representative,Susie Lee,Democratic,Nevada,3,, 48.8,54.0,M,03/01/2023
339,Representative,Steven Horsford,Democratic,Nevada,4,, 50.7,47.0,B,03/01/2023
340,Representative,Chris Pappas,Democratic,New Hampshire,1,, 51.3,40.0,B,03/01/2023
341,Representative,Ann McLane Kuster,Democratic,New Hampshire,2,, 53.9,64.0,D,03/01/2023
342,Representative,Donald Norcross,Democratic,New Jersey,1,, 62.5,62.0,N,03/01/2023
343,Representative,Jeff Van Drew,Republican,New Jersey,2,, 51.9,67.0,D,03/01/2023
344,Representative,Andy Kim,Democratic,New Jersey,3,, 53.2,38.0,D,03/01/2023
345,Representative,Chris Smith,Republican,New Jersey,4,, 59.9,67.0,B,03/01/2023
346,Representative,Josh Gottheimer,Democratic,New Jersey,5,, 53.2,45.0,D,03/01/2023
347,Representative,Frank Pallone,Democratic,New Jersey,6,, 61.2,69.0,D,03/01/2023
348,Representative,Tom Malinowski,Democratic,New Jersey,7,, 50.6,55.0,M,03/01/2023
349,Representative,Albio Sires,Democratic,New Jersey,8,, 74.0,69.0,M,03/01/2023
350,Representative,Bill Pascrell,Democratic,New Jersey,9,, 65.8,83.0,M,03/01/2023
351,Representative,Donald Payne Jr.,Democratic,New Jersey,10,, 83.3,62.0,N,03/01/2023
352,Representative,Mikie Sherrill,Democratic,New Jersey,11,, 53.3,48.0,D,03/01/2023
353,Representative,Bonnie Watson Coleman,Democratic,New Jersey,12,, 65.6,75.0,B,03/01/2023
354,Representative,Deb Haaland,Democratic,New Mexico,1,, 58.2,60.0,D,16/03/2021
355,Representative,Yvette Herrell,Republican,New Mexico,2,, 53.7,56.0,M,03/01/2023
356,Representative,Teresa Leger Fernandez,Democratic,New Mexico,3,, 58.7,61.0,D,03/01/2023
357,Representative,Lee Zeldin,Republican,New York,1,, 54.9,40.0,D,03/01/2023
358,Representative,Andrew Garbarino,Republican,New York,2,, 52.9,36.0,D,03/01/2023
359,Representative,Thomas Suozzi,Democratic,New York,3,, 56.0,58.0,D,03/01/2023
360,Representative,Kathleen Rice,Democratic,New York,4,, 56.1,55.0,D,03/01/2023
361,Representative,Gregory W. Meeks,Democratic,New York,5,, 100.0,67.0,D,03/01/2023
362,Representative,Grace Meng,Democratic,New York,6,, 68.0,45.0,D,03/01/2023
363,Representative,Nydia Velázquez,Democratic,New York,7,, 84.9,67.0,M,03/01/2023
364,Representative,Hakeem Jeffries,Democratic,New York,8,, 84.8,50.0,D,03/01/2023
365,Representative,Yvette Clarke,Democratic,New York,9,, 83.1,56.0,N,03/01/2023
366,Representative,Jerrold Nadler,Democratic,New York,10,, 74.6,73.0,D,03/01/2023
367,Representative,Nicole Malliotakis,Republican,New York,11,, 53.2,40.0,M,03/01/2023
368,Representative,Carolyn Maloney,Democratic,New York,12,, 82.3,74.0,B,03/01/2023
369,Representative,Adriano Espaillat,Democratic,New York,13,, 90.9,66.0,B,03/01/2023
370,Representative,Alexandria Ocasio-Cortez,Democratic,New York,14,, 71.6,31.0,B,03/01/2023
371,Representative,Ritchie Torres,Democratic,New York,15,, 88.9,32.0,N,03/01/2023
372,Representative,Jamaal Bowman,Democratic,New York,16,, 84.2,44.0,D,03/01/2023
373,Representative,Mondaire Jones,Democratic,New York,17,, 59.3,33.0,D,03/01/2023
374,Representative,Sean Patrick Maloney,Democratic,New York,18,, 55.8,54.0,D,03/01/2023
375,Representative,Antonio Delgado,Democratic,New York,19,, 54.8,43.0,D,25/05/2022
376,Representative,Paul Tonko,Democratic,New York,20,, 61.2,71.0,B,03/01/2023
377,Representative,Elise Stefanik,Republican,New York,21,, 58.8,36.0,B,03/01/2023
378,Representative,Claudia Tenney,Republican,New York,22,, 48.84,,N,
379,Representative,Tom Reed,Republican,New York,23,, 57.7,49.0,D,10/05/2022
380,Representative,John Katko,Republican,New York,24,, 53.1,58.0,D,03/01/2023
381,Representative,Joseph Morelle,Democratic,New York,25,, 59.3,63.0,B,03/01/2023
382,Representative,Brian Higgins,Democratic,New York,26,, 69.9,61.0,M,03/01/2023
383,Representative,Chris Jacobs,Republican,New York,27,, 59.7,54.0,D,03/01/2023
384,Representative,G. K. Butterfield,Democratic,North Carolina,1,, 54.2,73.0,D,30/12/2022
385,Representative,Deborah K. Ross,Democratic,North Carolina,2,, 63.0,57.0,D,03/01/2023
386,Representative,Greg Murphy,Republican,North Carolina,3,, 63.4,57.0,D,03/01/2023
387,Representative,David Price,Democratic,North Carolina,4,, 67.3,80.0,D,03/01/2023
388,Representative,Virginia Foxx,Republican,North Carolina,5,, 66.9,77.0,D,03/01/2023
389,Representative,Kathy Manning,Democratic,North Carolina,6,, 62.3,64.0,D,03/01/2023
390,Representative,David Rouzer,Republican,North Carolina,7,, 60.2,48.0,B,03/01/2023
391,Representative,Richard Hudson,Republican,North Carolina,8,, 53.3,49.0,B,03/01/2023
392,Representative,Dan Bishop,Republican,North Carolina,9,, 55.6,56.0,D,03/01/2023
393,Representative,Patrick McHenry,Republican,North Carolina,10,, 68.9,45.0,B,03/01/2023
394,Representative,Madison Cawthorn,Republican,North Carolina,11,, 54.5,25.0,N,03/01/2023
395,Representative,Alma Adams,Democratic,North Carolina,12,, 100.0,74.0,D,03/01/2023
396,Representative,Ted Budd,Republican,North Carolina,13,, 68.2,49.0,M,03/01/2023
397,Representative,Kelly Armstrong,Republican,North Dakota,at-large,, 69.0,44.0,D,03/01/2023
398,Representative,Steve Chabot,Republican,Ohio,1,, 51.8,67.0,D,03/01/2023
399,Representative,Brad Wenstrup,Republican,Ohio,2,, 61.1,62.0,D,03/01/2023
400,Representative,Joyce Beatty,Democratic,Ohio,3,, 70.8,70.0,M,03/01/2023
401,Representative,Jim Jordan,Republican,Ohio,4,, 67.9,56.0,D,03/01/2023
402,Representative,Bob Latta,Republican,Ohio,5,, 68.0,64.0,D,03/01/2023
403,Representative,Bill Johnson,Republican,Ohio,6,, 74.4,66.0,M,03/01/2023
404,Representative,Bob Gibbs,Republican,Ohio,7,, 67.5,66.0,N,03/01/2023
405,Representative,Warren Davidson,Republican,Ohio,8,, 69.0,50.0,M,03/01/2023
406,Representative,Marcy Kaptur,Democratic,Ohio,9,, 63.1,74.0,M,03/01/2023
407,Representative,Mike Turner,Republican,Ohio,10,, 58.4,60.0,D,03/01/2023
408,Representative,Marcia Fudge,Democratic,Ohio,11,, 80.1,68.0,D,10/03/2021
409,Representative,Troy Balderson,Republican,Ohio,12,, 55.2,58.0,N,03/01/2023
410,Representative,Tim Ryan,Democratic,Ohio,13,, 52.5,47.0,D,03/01/2023
411,Representative,David Joyce,Republican,Ohio,14,, 60.1,63.0,D,03/01/2023
412,Representative,Steve Stivers,Republican,Ohio,15,, 63.4,55.0,M,16/05/2021
413,Representative,Anthony Gonzalez,Republican,Ohio,16,, 63.2,36.0,M,03/01/2023
414,Representative,Kevin Hern,Republican,Oklahoma,1,, 63.7,59.0,M,03/01/2023
415,Representative,Markwayne Mullin,Republican,Oklahoma,2,, 75.0,43.0,N,03/01/2023
416,Representative,Frank Lucas,Republican,Oklahoma,3,, 78.5,60.0,B,03/01/2023
417,Representative,Tom Cole,Republican,Oklahoma,4,, 67.8,71.0,D,03/01/2023
418,Representative,Stephanie Bice,Republican,Oklahoma,5,, 52.1,47.0,B,03/01/2023
419,Representative,Suzanne Bonamici,Democratic,Oregon,1,, 64.6,66.0,D,03/01/2023
420,Representative,Cliff Bentz,Republican,Oregon,2,, 59.9,68.0,D,03/01/2023
421,Representative,Earl Blumenauer,Democratic,Oregon,3,, 73.0,72.0,D,03/01/2023
422,Representative,Peter DeFazio,Democratic,Oregon,4,, 51.5,73.0,M,03/01/2023
423,Representative,Kurt Schrader,Democratic,Oregon,5,, 51.9,69.0,D,03/01/2023
424,Representative,Brian Fitzpatrick,Republican,Pennsylvania,1,, 56.6,47.0,D,03/01/2023
425,Representative,Brendan Boyle,Democratic,Pennsylvania,2,, 72.5,43.0,M,03/01/2023
426,Representative,Dwight Evans,Democratic,Pennsylvania,3,, 91.0,66.0,B,03/01/2023
427,Representative,Madeleine Dean,Democratic,Pennsylvania,4,, 59.5,61.0,D,03/01/2023
428,Representative,Mary Gay Scanlon,Democratic,Pennsylvania,5,, 64.7,61.0,D,03/01/2023
429,Representative,Chrissy Houlahan,Democratic,Pennsylvania,6,, 56.1,53.0,M,03/01/2023
430,Representative,Susan Wild,Democratic,Pennsylvania,7,, 51.9,63.0,D,03/01/2023
431,Representative,Matt Cartwright,Democratic,Pennsylvania,8,, 51.8,59.0,D,03/01/2023
432,Representative,Dan Meuser,Republican,Pennsylvania,9,, 66.3,56.0,B,03/01/2023
433,Representative,Scott Perry,Republican,Pennsylvania,10,, 53.3,58.0,M,03/01/2023
434,Representative,Lloyd Smucker,Republican,Pennsylvania,11,, 63.1,56.0,N,03/01/2023
435,Representative,Fred Keller,Republican,Pennsylvania,12,, 70.8,55.0,N,03/01/2023
436,Representative,John Joyce,Republican,Pennsylvania,13,, 73.5,63.0,D,03/01/2023
437,Representative,Guy Reschenthaler,Republican,Pennsylvania,14,, 64.7,37.0,D,03/01/2023
438,Representative,Glenn Thompson,Republican,Pennsylvania,15,, 73.5,61.0,M,03/01/2023
439,Representative,Mike Kelly,Republican,Pennsylvania,16,, 59.3,72.0,B,03/01/2023
440,Representative,Conor Lamb,Democratic,Pennsylvania,17,, 51.1,36.0,D,03/01/2023
441,Representative,Michael F. Doyle,Democratic,Pennsylvania,18,, 69.3,67.0,B,31/12/2022
442,Representative,David Cicilline,Democratic,Rhode Island,1,, 70.8,59.0,D,03/01/2023
443,Representative,Jim Langevin,Democratic,Rhode Island,2,, 58.2,56.0,M,03/01/2023
444,Representative,Nancy Mace,Republican,South Carolina,1,, 50.6,43.0,M,03/01/2023
445,Representative,Joe Wilson,Republican,South Carolina,2,, 55.7,73.0,D,03/01/2023
446,Representative,Jeff Duncan,Republican,South Carolina,3,, 71.2,54.0,B,03/01/2023
447,Representative,William Timmons,Republican,South Carolina,4,, 61.6,36.0,D,03/01/2023
448,Representative,Ralph Norman,Republican,South Carolina,5,, 60.1,67.0,B,03/01/2023
449,Representative,Jim Clyburn,Democratic,South Carolina,6,, 68.2,80.0,B,03/01/2023
450,Representative,Tom Rice,Republican,South Carolina,7,, 61.8,63.0,D,03/01/2023
451,Representative,Dusty Johnson,Republican,South Dakota,at-large,, 81.0,44.0,M,03/01/2023
452,Representative,Diana Harshbarger,Republican,Tennessee,1,, 74.7,61.0,D,03/01/2023
453,Representative,Tim Burchett,Republican,Tennessee,2,, 67.6,56.0,B,03/01/2023
454,Representative,Chuck Fleischmann,Republican,Tennessee,3,, 67.3,58.0,D,03/01/2023
455,Representative,Scott DesJarlais,Republican,Tennessee,4,, 66.7,56.0,D,03/01/2023
456,Representative,Jim Cooper,Democratic,Tennessee,5,, 100.0,66.0,D,03/01/2023
457,Representative,John W. Rose,Republican,Tennessee,6,, 73.7,55.0,D,03/01/2023
458,Representative,Mark E. Green,Republican,Tennessee,7,, 69.9,56.0,D,03/01/2023
459,Representative,David Kustoff,Republican,Tennessee,8,, 68.5,54.0,D,03/01/2023
460,Representative,Steve Cohen,Democratic,Tennessee,9,, 77.4,71.0,D,03/01/2023
461,Representative,Louie Gohmert,Republican,Texas,1,, 72.6,67.0,D,03/01/2023
462,Representative,Dan Crenshaw,Republican,Texas,2,, 55.6,36.0,M,03/01/2023
463,Representative,Van Taylor,Republican,Texas,3,, 55.1,48.0,M,03/01/2023
464,Representative,Pat Fallon,Republican,Texas,4,, 75.1,53.0,B,03/01/2023
465,Representative,Lance Gooden,Republican,Texas,5,, 62.0,38.0,B,03/01/2023
466,Representative,Ron Wright,Republican,Texas,6,, 52.8,67.0,N,07/02/2021
467,Representative,Lizzie Fletcher,Democratic,Texas,7,, 50.8,45.0,D,03/01/2023
468,Representative,Kevin Brady,Republican,Texas,8,, 72.5,65.0,B,03/01/2023
469,Representative,Al Green,Democratic,Texas,9,, 75.5,73.0,D,03/01/2023
470,Representative,Michael McCaul,Republican,Texas,10,, 52.5,58.0,D,03/01/2023
471,Representative,August Pfluger,Republican,Texas,11,, 79.7,42.0,M,03/01/2023
472,Representative,Kay Granger,Republican,Texas,12,, 63.7,77.0,B,03/01/2023
473,Representative,Ronny Jackson,Republican,Texas,13,, 79.4,53.0,D,03/01/2023
474,Representative,Randy Weber,Republican,Texas,14,, 61.6,67.0,B,03/01/2023
475,Representative,Vicente González,Democratic,Texas,15,, 50.5,53.0,D,03/01/2023
476,Representative,Veronica Escobar,Democratic,Texas,16,, 64.7,51.0,M,03/01/2023
477,Representative,Pete Sessions,Republican,Texas,17,, 55.9,65.0,B,03/01/2023
478,Representative,Sheila Jackson Lee,Democratic,Texas,18,, 73.3,70.0,D,03/01/2023
479,Representative,Jodey Arrington,Republican,Texas,19,, 74.8,48.0,M,03/01/2023
480,Representative,Joaquin Castro,Democratic,Texas,20,, 64.7,46.0,D,03/01/2023
481,Representative,Chip Roy,Republican,Texas,21,, 52.0,48.0,D,03/01/2023
482,Representative,Troy Nehls,Republican,Texas,22,, 51.5,52.0,M,03/01/2023
483,Representative,Tony Gonzales,Republican,Texas,23,, 50.6,40.0,M,03/01/2023
484,Representative,Beth Van Duyne,Republican,Texas,24,, 48.8,50.0,B,03/01/2023
485,Representative,Roger Williams,Republican,Texas,25,, 55.9,71.0,B,03/01/2023
486,Representative,Michael C. Burgess,Republican,Texas,26,, 60.6,70.0,D,03/01/2023
487,Representative,Michael Cloud,Republican,Texas,27,, 63.1,45.0,B,03/01/2023
488,Representative,Henry Cuellar,Democratic,Texas,28,, 58.3,65.0,D,03/01/2023
489,Representative,Sylvia Garcia,Democratic,Texas,29,, 71.1,70.0,D,03/01/2023
490,Representative,Eddie Bernice Johnson,Democratic,Texas,30,, 77.5,85.0,M,03/01/2023
491,Representative,John Carter,Republican,Texas,31,, 53.4,79.0,D,03/01/2023
492,Representative,Colin Allred,Democratic,Texas,32,, 52.0,37.0,D,03/01/2023
493,Representative,Marc Veasey,Democratic,Texas,33,, 66.8,50.0,B,03/01/2023
494,Representative,Filemon Vela Jr.,Democratic,Texas,34,, 55.4,57.0,D,31/03/2022
495,Representative,Lloyd Doggett,Democratic,Texas,35,, 65.4,74.0,D,03/01/2023
496,Representative,Brian Babin,Republican,Texas,36,, 73.6,72.0,D,03/01/2023
497,Representative,Blake Moore,Republican,Utah,1,, 69.5,40.0,M,03/01/2023
498,Representative,Chris Stewart,Republican,Utah,2,, 59.0,60.0,B,03/01/2023
499,Representative,John Curtis,Republican,Utah,3,, 68.7,60.0,B,03/01/2023
500,Representative,Burgess Owens,Republican,Utah,4,, 47.7,69.0,B,03/01/2023
501,Representative,Peter Welch,Democratic,Vermont,at-large,, 67.3,73.0,D,03/01/2023
502,Representative,Rob Wittman,Republican,Virginia,1,, 58.2,61.0,D,03/01/2023
503,Representative,Elaine Luria,Democratic,Virginia,2,, 51.6,45.0,M,03/01/2023
504,Representative,Bobby Scott,Democratic,Virginia,3,, 68.4,73.0,D,03/01/2023
505,Representative,Donald McEachin,Democratic,Virginia,4,, 61.6,59.0,D,28/11/2022
506,Representative,Bob Good,Republican,Virginia,5,, 52.4,55.0,M,03/01/2023
507,Representative,Ben Cline,Republican,Virginia,6,, 64.6,48.0,D,03/01/2023
508,Representative,Abigail Spanberger,Democratic,Virginia,7,, 50.8,41.0,M,03/01/2023
509,Representative,Don Beyer,Democratic,Virginia,8,, 75.8,70.0,B,03/01/2023
510,Representative,Morgan Griffith,Republican,Virginia,9,, 94.0,62.0,D,03/01/2023
511,Representative,Jennifer Wexton,Democratic,Virginia,10,, 56.5,52.0,D,03/01/2023
512,Representative,Gerry Connolly,Democratic,Virginia,11,, 71.4,70.0,M,03/01/2023
513,Representative,Suzan DelBene,Democratic,Washington,1,, 58.6,58.0,M,03/01/2023
514,Representative,Rick Larsen,Democratic,Washington,2,, 63.1,55.0,M,03/01/2023
515,Representative,Jaime Herrera Beutler,Republican,Washington,3,, 56.4,42.0,B,03/01/2023
516,Representative,Dan Newhouse,Republican,Washington,4,, 66.2,65.0,B,03/01/2023
517,Representative,Cathy McMorris Rodgers,Republican,Washington,5,, 61.3,51.0,M,03/01/2023
518,Representative,Derek Kilmer,Democratic,Washington,6,, 59.3,47.0,D,03/01/2023
519,Representative,Pramila Jayapal,Democratic,Washington,7,, 83.0,55.0,M,03/01/2023
520,Representative,Kim Schrier,Democratic,Washington,8,, 51.7,52.0,D,03/01/2023
521,Representative,Adam Smith,Democratic,Washington,9,, 74.1,55.0,D,03/01/2023
522,Representative,Marilyn Strickland,Democratic,Washington,10,, 49.3,58.0,M,03/01/2023
523,Representative,David McKinley,Republican,West Virginia,1,, 69.0,73.0,B,03/01/2023
524,Representative,Alex Mooney,Republican,West Virginia,2,, 63.1,49.0,B,03/01/2023
525,Representative,Carol Miller,Republican,West Virginia,3,, 71.3,70.0,B,03/01/2023
526,Representative,Bryan Steil,Republican,Wisconsin,1,, 59.3,39.0,D,03/01/2023
527,Representative,Mark Pocan,Democratic,Wisconsin,2,, 69.7,56.0,B,03/01/2023
528,Representative,Ron Kind,Democratic,Wisconsin,3,, 51.3,57.0,D,03/01/2023
529,Representative,Gwen Moore,Democratic,Wisconsin,4,, 74.7,69.0,B,03/01/2023
530,Representative,Scott L. Fitzgerald,Republican,Wisconsin,5,, 60.1,57.0,B,03/01/2023
531,Representative,Glenn Grothman,Republican,Wisconsin,6,, 59.2,65.0,D,03/01/2023
532,Representative,Tom Tiffany,Republican,Wisconsin,7,, 60.7,63.0,B,03/01/2023
533,Representative,Mike Gallagher,Republican,Wisconsin,8,, 64.2,36.0,D,03/01/2023
534,Representative,Liz Cheney,Republican,Wyoming,at-large,, 68.6,54.0,D,03/01/2023
